SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	trial_full	is_shared1000	is_special100	shared1000_repNum	presentation_type
6	1	1	1	46003	626	0.6895208577625453	0	1.0	665.1053900022816	0.0			0	1.0	1.0	0.0	1.0	0	1	1	0	1	new
6	1	1	2	21397	5013	0.689567144610919	0	1.0	543.2197049995011	0.0			0	1.0	1.0	0.0	1.0	0	2	0	0	0	unknown
6	1	1	3	18925	4850	0.6896134514827281	0	1.0	658.3376829985355	0.0			0	1.0	1.0	0.0	1.0	0	3	0	0	0	unknown
6	1	1	4	27158	8823	0.6896597413579002	0	1.0	905.8992579994083	0.0			0	1.0	1.0	0.0	1.0	0	4	0	0	0	unknown
6	1	1	5	16125	9538	0.6897060392657294	0	1.0	680.3317589983635	0.0			0	1.0	1.0	0.0	1.0	0	5	0	0	0	unknown
6	1	1	6	25660	6061	0.6897523395018652	0	1.0	686.7973910011642	0.0			0	1.0	1.0	0.0	1.0	0	6	0	0	0	unknown
6	1	1	7	3644	4421	0.6897986211115494	0	1.0	556.8672650006192	0.0			0	1.0	1.0	0.0	1.0	0	7	0	0	0	unknown
6	1	1	8	6454	3858	0.6898449336877092	0	1.0	585.3817749994049	0.0			0	1.0	1.0	0.0	1.0	0	8	0	0	0	unknown
6	1	1	9	18245	8124	0.6898912159958854	0	1.0	587.857079000969	0.0			0	1.0	1.0	0.0	1.0	0	9	0	0	0	unknown
6	1	1	10	59119	4843	0.6899375305511057	0	1.0	568.7136289998307	0.0			0	1.0	1.0	0.0	1.0	0	10	0	0	0	unknown
6	1	1	11	34518	7941	0.6899838037788867	0	1.0	556.2659160023031	0.0			0	1.0	1.0	0.0	1.0	0	11	0	0	0	unknown
6	1	1	12	20971	4523	0.6900301262503489	0	1.0	545.6038090014772	0.0			0	1.0	1.0	0.0	1.0	0	12	0	0	0	unknown
6	1	1	13	70206	1070	0.6901227239286527	0	1.0	534.0455570003542	0.0			0	1.0	1.0	0.0	1.0	0	13	0	0	0	unknown
6	1	1	14	65901	9588	0.690168980276212	0	1.0	519.030367002415	0.0			0	1.0	1.0	0.0	1.0	0	14	0	0	0	unknown
6	1	1	15	1603	4623	0.6902153191622346	0	1.0	517.0454159997462	0.0			0	1.0	1.0	0.0	1.0	0	15	0	0	0	unknown
6	1	1	16	15133	3185	0.6902615707367658	0	1.0	578.471561002516	0.0			0	1.0	1.0	0.0	1.0	0	16	0	0	0	unknown
6	1	1	17	39352	4586	0.6903079171897843	0	1.0	487.8919339971617	0.0			0	1.0	1.0	0.0	1.0	0	17	0	0	0	unknown
6	1	1	18	39930	1009	0.6903541572391986	0	1.0	586.9741569986218	0.0			0	1.0	1.0	0.0	1.0	0	18	0	0	0	unknown
6	1	1	19	17678	8634	0.6904005056712776	0	1.0	627.8168230019219	0.0			0	1.0	1.0	0.0	1.0	0	19	0	0	0	unknown
6	1	1	20	26937	9648	0.6904467480489984	0	1.0	601.4004210010171	0.0			0	1.0	1.0	0.0	1.0	0	20	0	0	0	unknown
