SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	trial_full	is_shared1000	is_special100	shared1000_repNum	presentation_type
4	1	2	61	10743	8634	0.7312388366553932	1	1.0	1857.661514019128	0.0	104.0		1	1.0	0.0	1.0	2.0	0	124	0	0	0	unknown
4	1	2	62	53114	4900	0.7312850248999893	0	1.0	1161.7628860112743	0.0			0	1.0	1.0	0.0	1.0	0	125	0	0	0	unknown
4	1	3	1	11062	7336	0.7327897555660456	0	1.0	977.3026030161418	0.0			0	1.0	1.0	0.0	1.0	0	126	0	0	0	unknown
4	1	3	2	70336	970	0.7328360570827499	0	1.0	2053.004179004347	0.0			0	1.0	1.0	0.0	1.0	0	127	1	0	1	new
4	1	3	3	10899	4229	0.7328823434654623	0	0.0	1830.103415995836	0.0			0	0.0	0.0	1.0	2.0	0	128	0	0	0	unknown
4	1	3	4	52543	3770	0.7329286396270617	0	1.0	980.3494329971728	0.0			0	1.0	1.0	0.0	1.0	0	129	0	0	0	unknown
4	1	3	5	26306	3284	0.732974931015633	0	1.0	1042.9570580017753	0.0			0	1.0	1.0	0.0	1.0	0	130	0	0	0	unknown
4	1	3	6	60712	6316	0.7330212253145874	0	1.0	1683.2988999958616	0.0			0	1.0	1.0	0.0	1.0	0	131	0	0	0	unknown
4	1	3	7	5481	1266	0.7330675243865697	0	1.0	2239.2492330109235	0.0			0	1.0	1.0	0.0	1.0	0	132	0	0	0	unknown
4	1	3	8	36577	479	0.7331138182198628	0	1.0	1717.7804830134846	0.0			0	1.0	1.0	0.0	1.0	0	133	1	0	1	new
4	1	3	9	34780	6277	0.733160107396543	0	1.0	1270.7735809963197	0.0			0	1.0	1.0	0.0	1.0	0	134	0	0	0	unknown
4	1	3	10	33778	9754	0.733206401579082	0	1.0	1472.2635429934599	0.0			0	1.0	1.0	0.0	1.0	0	135	0	0	0	unknown
4	1	3	11	11912	7300	0.7332989956485108	0	1.0	1132.832083007088	0.0			0	1.0	1.0	0.0	1.0	0	136	0	0	0	unknown
4	1	3	12	26725	1104	0.7333452806342393	0	1.0	1311.084784014383	0.0			0	1.0	1.0	0.0	1.0	0	137	0	0	0	unknown
4	1	3	13	35882	7313	0.7333915847120805	0	1.0	1418.8616200117394	0.0			0	1.0	1.0	0.0	1.0	0	138	0	0	0	unknown
4	1	3	14	59920	3250	0.7334378745872527	0	1.0	1212.3363139980938	0.0			0	1.0	1.0	0.0	1.0	0	139	0	0	0	unknown
4	1	3	15	70364	6726	0.7334841713309288	0	1.0	1129.0720969846006	0.0			0	1.0	1.0	0.0	1.0	0	140	0	0	0	unknown
4	1	3	16	2147	8054	0.7335304587613791	0	1.0	1303.107966989046	0.0			0	1.0	1.0	0.0	1.0	0	141	0	0	0	unknown
4	1	3	17	7471	7613	0.7335767570184543	0	1.0	1558.492890006164	0.0			0	1.0	1.0	0.0	1.0	0	142	0	0	0	unknown
4	1	3	18	71099	6236	0.7336230574874207	0	1.0	1244.2101560009176	0.0			0	1.0	1.0	0.0	1.0	0	143	0	0	0	unknown
4	1	3	19	60278	2259	0.7336693465476855	0	1.0	1190.765987004852	0.0			0	1.0	1.0	0.0	1.0	0	144	0	0	0	unknown
4	1	3	20	64311	3968	0.7337156351422891	0	1.0	2492.711266997503	0.0			0	1.0	1.0	0.0	1.0	0	145	0	0	0	unknown
4	1	3	21	65739	2980	0.7337619309546425	0	1.0	1289.203820982948	0.0			0	1.0	1.0	0.0	1.0	0	146	0	0	0	unknown
4	1	3	22	1231	9718	0.7338082337519153	0	1.0	1466.4749949879479	0.0			0	1.0	1.0	0.0	1.0	0	147	0	0	0	unknown
4	1	3	23	38612	1550	0.7338545237435027	0	1.0	1802.2604750003663	0.0			0	1.0	1.0	0.0	1.0	0	148	0	0	0	unknown
4	1	3	24	65739	2980	0.733900818740949	1	1.0	905.3048070054499	0.0	2.0		1	1.0	0.0	1.0	2.0	0	149	0	0	0	unknown
4	1	3	25	55833	6274	0.7339933454059064	0	1.0	2224.64778702124	0.0			0	1.0	1.0	0.0	1.0	0	150	0	0	0	unknown
4	1	3	26	1947	6666	0.7340396450599656	0	1.0	1734.5763679768424	0.0			0	1.0	1.0	0.0	1.0	0	151	0	0	0	unknown
4	1	3	27	33310	3580	0.7340859411051496	0	0.0	1249.1662509855814	0.0			0	0.0	0.0	1.0	2.0	0	152	0	0	0	unknown
4	1	3	28	57047	791	0.7341322387801483	0	1.0	1183.0138660152443	0.0			0	1.0	1.0	0.0	1.0	0	153	1	0	1	new
4	1	3	29	29186	7771	0.7341785320313647	1	1.0	947.5796860060655	0.0	99.0		1	1.0	0.0	1.0	2.0	0	154	0	0	0	unknown
4	1	3	30	36999	7985	0.7342248336644843	1	1.0	1362.605511007132	0.0	55.0		1	1.0	0.0	1.0	2.0	0	155	0	0	0	unknown
4	1	3	31	43041	5651	0.7342711299424991	0	1.0	1013.56763401418	0.0			0	1.0	1.0	0.0	1.0	0	156	0	0	0	unknown
4	1	3	32	61166	4786	0.7343174284324049	0	1.0	1597.4329280143138	0.0			0	1.0	1.0	0.0	1.0	0	157	0	0	0	unknown
4	1	3	33	14040	5910	0.7343637263402342	0	1.0	2045.005790016148	0.0			0	1.0	1.0	0.0	1.0	0	158	0	0	0	unknown
4	1	3	34	18799	6588	0.7344100242480635	0	1.0	1706.8801290006377	0.0			0	1.0	1.0	0.0	1.0	0	159	0	0	0	unknown
4	1	3	35	27266	5925	0.7344563121441751	0	1.0	2066.4508110203315	0.0			0	1.0	1.0	0.0	1.0	0	160	0	0	0	unknown
4	1	3	36	9090	5699	0.7345489098224788	0	1.0	1672.0948059810323	0.0			0	1.0	1.0	0.0	1.0	0	161	0	0	0	unknown
4	1	3	37	25787	3719	0.7345952163450419	0	1.0	1216.7260319984052	0.0			0	1.0	1.0	0.0	1.0	0	162	0	0	0	unknown
